product_id,product_name,merchant,item_type,category,price_min,price_max
289,Evian Natural Mineral Water 1250ml,Premium Supermarket,Wants,Beverages,45000,55000
290,Equil Natural Sparkling Water 380ml,Restaurant/Cafe,Wants,Beverages,20000,28000
291,Mizone Mood Up Cranberry PET 500ml,Alfamart/Indomaret,Wants,Beverages,7500,9000
292,Mizone Active Lychee Lemon PET 500ml,Alfamart/Indomaret,Wants,Beverages,7500,9000
293,Pocari Sweat PET 350ml,Modern Retail,Needs,Beverages,6000,7500
294,Pocari Sweat PET 500ml,Modern Retail,Needs,Beverages,8000,9500
295,Pocari Sweat PET 2000ml (2 Liter),Modern Retail,Needs,Beverages,22000,26000
296,Hydro Coco Original 250ml,Modern Retail,Wants,Beverages,6500,8000
297,Hydro Coco Original 500ml,Modern Retail,Wants,Beverages,11000,14000
298,Teh Pucuk Harum Jasmine PET 350ml,Modern Retail,Wants,Beverages,3500,4500
299,Teh Pucuk Harum Jasmine PET 1360ml,Modern Retail,Wants,Beverages,10000,12500
300,Teh Botol Sosro Kotak (UHT) 250ml,Modern Retail,Wants,Beverages,3500,4500
301,Teh Botol Sosro PET 450ml,Modern Retail,Wants,Beverages,5500,7000
302,Teh Javana Melati PET 350ml,Wings Food,Wants,Beverages,3000,4000
303,Teh Rio Gula Batu Cup 180ml,Wings Food,Wants,Beverages,1000,1500
304,Nu Green Tea Honey PET 450ml,Modern Retail,Wants,Beverages,6000,7500
305,Nu Green Tea Original PET 450ml,Modern Retail,Wants,Beverages,6000,7500
306,Ichitan Thai Milk Tea PET 310ml,Modern Retail,Wants,Beverages,8000,10000
307,Golda Coffee Dolce Latte PET 200ml,Wings Food,Wants,Beverages,3000,4000
308,Kopiko Lucky Day PET 180ml,Modern Retail,Wants,Beverages,4500,5500
309,Good Day Cappuccino PET 250ml,Modern Retail,Wants,Beverages,6500,8000
310,Nescafe Original Can 240ml,Modern Retail,Wants,Beverages,6000,7500
311,Luwak White Coffee RTD 220ml,Modern Retail,Wants,Beverages,4000,5000
312,Ultra Milk UHT Chocolate 200ml,Modern Retail,Needs,Beverages,5500,6500
313,Ultra Milk UHT Full Cream 1000ml (1 Liter),Modern Retail,Needs,Beverages,18000,21000
314,Indomilk UHT Cokelat 190ml,Modern Retail,Needs,Beverages,4500,5500
315,Cimory Fresh Milk Chocolate 250ml,Modern Retail,Wants,Beverages,6500,8500
316,Bear Brand Susu Steril Kaleng 189ml,Modern Retail,Needs,Beverages,9500,11000
317,Yakult Minuman Probiotik (Pack 5x65ml),Modern Retail,Wants,Beverages,10000,12000
318,Milku Susu Cokelat Botol 200ml,Wings Food,Needs,Beverages,3000,4000
319,Floridina Orange Pulp PET 350ml,Wings Food,Wants,Beverages,3000,4000
320,Ale-Ale Jeruk Cup 190ml,Wings Food,Wants,Beverages,1000,1500
321,Isoplus Isotonic Drink PET 350ml,Wings Food,Wants,Beverages,3000,4000
322,You C1000 Vitamin Lemon Botol Kaca 140ml,Modern Retail,Wants,Beverages,7000,8500
323,TOKEN LISTRIK PLN 20.000,PLN / Tokopedia,Needs,Billing & Utilities,20000,22500
324,PLN PRABAYAR 50K,PLN / Indomaret,Needs,Billing & Utilities,50000,52500
325,STRUM TOKEN PLN 100.000,PLN / Dana,Needs,Billing & Utilities,100000,102500
326,Token Listrik 200rb,PLN / GoPay,Needs,Billing & Utilities,200000,202500
327,PLN PREPAID 500.000,PLN / BCA Mobile,Needs,Billing & Utilities,500000,502500
328,TOKEN PLN 1 JUTA,PLN / Shopee,Needs,Billing & Utilities,1000000,1002500
329,TAGIHAN LISTRIK PLN PASCABAYAR,PLN Postpaid,Needs,Billing & Utilities,150000,2500000
330,PLN NON TAGLIS (Sambung Baru/Tambah Daya),PLN,Needs,Billing & Utilities,500000,5000000
331,TAG PDAM AETRA JAKARTA,Aetra Air Jakarta,Needs,Billing & Utilities,75000,300000
332,BAYAR AIR PALYJA JKT,Palyja,Needs,Billing & Utilities,80000,350000
333,PDAM KOTA SURABAYA,PDAM Surya Sembada,Needs,Billing & Utilities,50000,200000
334,TAGIHAN AIR PDAM BANDUNG,PDAM Tirtawening,Needs,Billing & Utilities,45000,180000
335,PDAM KAB BOGOR,PDAM Tirta Kahuripan,Needs,Billing & Utilities,60000,250000
336,PDAM KOTA DEPOK,PDAM Tirta Asasta,Needs,Billing & Utilities,55000,220000
337,PEMBAYARAN PDAM TANGERANG,PDAM Tirta Benteng,Needs,Billing & Utilities,65000,280000
338,PDAM KOTA BEKASI,PDAM Tirta Patriot,Needs,Billing & Utilities,70000,290000
339,PDAM DELTA TIRTA SIDOARJO,PDAM Sidoarjo,Needs,Billing & Utilities,40000,150000
340,PDAM TIRTANADI MEDAN,PDAM Tirtanadi,Needs,Billing & Utilities,50000,210000
341,PDAM KOTA SEMARANG,PDAM Tirta Moedal,Needs,Billing & Utilities,45000,190000
342,PDAM KOTA MAKASSAR,PDAM Makassar,Needs,Billing & Utilities,50000,200000
343,PDAM KOTA DENPASAR,PDAM Badung,Needs,Billing & Utilities,60000,240000
344,PDAM KOTA MALANG,PDAM Malang,Needs,Billing & Utilities,40000,160000
345,Pulsa Telkomsel 10.000,Telkomsel,Needs,Billing & Utilities,10000,12000
346,ISI PULSA TSEL 25K,Telkomsel,Needs,Billing & Utilities,25000,27000
347,Pulsa Simpati 50.000,Telkomsel,Needs,Billing & Utilities,49000,52000
348,Pulsa As/Loop 100rb,Telkomsel,Needs,Billing & Utilities,98000,102000
349,Paket Data Telkomsel OMG! 20GB,Telkomsel,Needs,Billing & Utilities,110000,125000
350,Paket Internet Sakti Tsel Bulanan,Telkomsel,Needs,Billing & Utilities,75000,90000
351,Pulsa Indosat 10.000,Indosat Ooredoo,Needs,Billing & Utilities,10000,12000
352,ISAT PULSA 25K,Indosat Ooredoo,Needs,Billing & Utilities,25000,27000
353,Pulsa IM3 50.000,Indosat Ooredoo,Needs,Billing & Utilities,49000,52000
354,Pulsa Indosat 100rb,Indosat Ooredoo,Needs,Billing & Utilities,98000,102000
355,Paket Freedom Internet Indosat 30GB,Indosat Ooredoo,Needs,Billing & Utilities,90000,100000
356,Pulsa XL 10.000,XL Axiata,Needs,Billing & Utilities,10000,12000
357,ISI ULANG XL 25K,XL Axiata,Needs,Billing & Utilities,25000,27000
358,Pulsa XL 50rb,XL Axiata,Needs,Billing & Utilities,49000,52000
359,Pulsa XL 100.000,XL Axiata,Needs,Billing & Utilities,98000,102000
360,Paket Data Xtra Combo XL,XL Axiata,Needs,Billing & Utilities,59000,129000
361,Pulsa Tri 10.000,Tri (3),Needs,Billing & Utilities,10000,12000
362,Pulsa Three 50.000,Tri (3),Needs,Billing & Utilities,49000,52000
363,Paket Data Tri Happy 12GB,Tri (3),Needs,Billing & Utilities,45000,55000
364,Pulsa Smartfren 50rb,Smartfren,Needs,Billing & Utilities,49000,52000
365,Pulsa Axis 25.000,Axis,Needs,Billing & Utilities,25000,27000
366,Paket Bronet Axis 24 Jam,Axis,Needs,Billing & Utilities,30000,45000
367,TAGIHAN KARTU HALO,Telkomsel Halo,Needs,Billing & Utilities,100000,500000
368,BAYAR INDOSAT MATRIX,Indosat Postpaid,Needs,Billing & Utilities,100000,400000
369,TAGIHAN XL PRIORITAS,XL Postpaid,Needs,Billing & Utilities,100000,350000
370,INDIHOME PAKET 2P (NET+PHONE),Telkom Indonesia,Needs,Billing & Utilities,280000,350000
371,TAGIHAN INDIHOME 3P (NET+TV),Telkom Indonesia,Wants,Billing & Utilities,350000,600000
372,FIRST MEDIA COMBO FAMILY,First Media,Wants,Billing & Utilities,300000,450000
373,FIRST MEDIA INTERNET ONLY,First Media,Needs,Billing & Utilities,250000,350000
374,TAGIHAN BIZNET HOME INTERNET,Biznet,Needs,Billing & Utilities,325000,500000
375,MYREPUBLIC INTERNET,MyRepublic,Needs,Billing & Utilities,250000,450000
376,MNC PLAY MEDIA BILL,MNC Play,Wants,Billing & Utilities,300000,500000
377,CBN FIBER INTERNET BILL,CBN,Needs,Billing & Utilities,300000,600000
378,OXYGEN.ID HOME,Oxygen,Needs,Billing & Utilities,200000,400000
379,TAGIHAN TRANSVISION,Transvision,Wants,Billing & Utilities,150000,400000
380,MNC VISION (INDOVISION),MNC Vision,Wants,Billing & Utilities,120000,300000
381,K-VISION TOP UP SALDO,K-Vision,Wants,Billing & Utilities,50000,150000
382,NEX PARABOLA PAKET,Nex Parabola,Wants,Billing & Utilities,40000,100000
383,VIDIO PREMIER LEAGUE (ADD-ON),Vidio (via Pulsa),Wants,Billing & Utilities,59000,89000
384,IURAN BPJS KESEHATAN KELAS 1,BPJS Kesehatan,Needs,Billing & Utilities,150000,150000
385,IURAN BPJS KESEHATAN KELAS 2,BPJS Kesehatan,Needs,Billing & Utilities,100000,100000
386,IURAN BPJS KESEHATAN KELAS 3,BPJS Kesehatan,Needs,Billing & Utilities,35000,42000
387,BPJS KETENAGAKERJAAN (PU),BPJS TK,Needs,Billing & Utilities,16800,100000
388,TAGIHAN GAS NEGARA (PGN),PGN,Needs,Billing & Utilities,50000,200000
389,TOKEN GAS PERTAGAS,Pertamina Gas,Needs,Billing & Utilities,20000,100000
390,PAJAK PBB DKI JAKARTA,Pemprov DKI,Needs,Billing & Utilities,100000,2000000
391,PAJAK PBB KOTA BEKASI,Pemkot Bekasi,Needs,Billing & Utilities,50000,1000000
392,PAJAK PBB KOTA DEPOK,Pemkot Depok,Needs,Billing & Utilities,50000,1000000
393,PAJAK PBB KAB TANGERANG,Pemkab Tangerang,Needs,Billing & Utilities,50000,1000000
394,PKB (PAJAK KENDARAAN) JABAR,Samsat Jabar,Needs,Billing & Utilities,200000,5000000
395,PKB (PAJAK KENDARAAN) DKI,Samsat DKI,Needs,Billing & Utilities,200000,5000000
396,ANGSURAN ADIRA FINANCE,Adira Finance,Needs,Billing & Utilities,500000,3000000
397,CICILAN FIF GROUP,FIF Group,Needs,Billing & Utilities,400000,2000000
398,BAYAR BAF (BUSSAN AUTO),BAF,Needs,Billing & Utilities,500000,2500000
399,CICILAN WOM FINANCE,WOM Finance,Needs,Billing & Utilities,400000,2000000
400,OTO KREDIT MOTOR,OTO,Needs,Billing & Utilities,500000,2500000
401,HOME CREDIT INDONESIA,Home Credit,Needs,Billing & Utilities,200000,1500000
402,KREDIT PLUS CICILAN,Kredit Plus,Needs,Billing & Utilities,300000,1500000
403,AEON CREDIT SERVICE,AEON,Needs,Billing & Utilities,300000,2000000
404,BIAYA ADMIN TOPUP GOPAY,GoPay,Needs,Billing & Utilities,1000,2000
405,BIAYA ADMIN TOPUP OVO,OVO,Needs,Billing & Utilities,1000,1500
406,BIAYA ADMIN TOPUP DANA,DANA,Needs,Billing & Utilities,500,1000
407,BIAYA ADMIN TOPUP SHOPEEPAY,ShopeePay,Needs,Billing & Utilities,500,1000
408,PEMBAYARAN KARTU KREDIT BCA,Bank BCA,Needs,Billing & Utilities,500000,10000000
409,PEMBAYARAN KARTU KREDIT MANDIRI,Bank Mandiri,Needs,Billing & Utilities,500000,10000000
410,PEMBAYARAN KARTU KREDIT BNI,Bank BNI,Needs,Billing & Utilities,500000,10000000
411,IURAN IPL APARTEMEN / LINGKUNGAN,Pengelola Gedung,Needs,Billing & Utilities,200000,1500000
412,Nasi Goreng Tek-Tek Ayam Sosis Gerobak,Street Vendor (Kaki Lima),Needs,Dining Out,15000,18000
413,Nasi Goreng Gila Pedas Spesial Kaki Lima,Street Vendor (Kaki Lima),Wants,Dining Out,20000,25000
414,Nasi Goreng Mawut Magelangan Warung Jawa,Warung Nasi Goreng,Needs,Dining Out,18000,22000
415,Nasi Goreng Pete Ikan Asin Resto Solaria,Solaria,Wants,Dining Out,43000,48000
416,Nasi Goreng Kambing Kebon Sirih Porsi Jumbo,Nasi Goreng Kambing Kebon Sirih,Wants,Dining Out,50000,60000
417,Nasi Goreng Seafood Solaria,Solaria,Wants,Dining Out,45000,50000
418,Nasi Goreng Oriental Bakmi GM,Bakmi GM,Wants,Dining Out,40000,45000
419,Nasi Goreng Yang Chow Ta Wan,Ta Wan,Wants,Dining Out,48000,55000
420,Nasi Goreng Ikan Asin Imperial Kitchen,Imperial Kitchen & Dimsum,Wants,Dining Out,42000,48000
421,Pecel Lele Goreng + Nasi Uduk Tenda Lamongan,Pecel Lele Lamongan,Needs,Dining Out,18000,22000
422,Pecel Ayam Goreng + Nasi Uduk Tenda Lamongan,Pecel Lele Lamongan,Needs,Dining Out,20000,25000
423,Ayam Penyet Surabaya + Nasi + Lalapan,Ayam Penyet Surabaya,Needs,Dining Out,25000,30000
424,Lele Bakar Penyet + Nasi Sambal Terasi,Penyet & Sambal,Needs,Dining Out,22000,26000
425,Bebek Goreng H. Slamet Paha + Nasi,Bebek Goreng H. Slamet,Wants,Dining Out,38000,45000
426,Bebek Kaleyo Goreng Kremes Paket Hemat,Bebek Kaleyo,Wants,Dining Out,40000,50000
427,Ayam Bakar Wong Solo Paket Nasi,Ayam Bakar Wong Solo,Wants,Dining Out,35000,42000
428,Nasi Uduk Betawi Komplit Ayam Goreng Kampung,Nasi Uduk Kebon Kacang,Needs,Dining Out,20000,25000
429,Nasi Rames Warteg 2 Sayur 1 Telur Dadar,Warteg Bahari,Needs,Dining Out,12000,15000
430,Nasi Rames Warteg Ayam Goreng + Orek Tempe,Warteg Bahari,Needs,Dining Out,18000,22000
431,Nasi Rames Warteg Ikan Kembung + Sayur Asem,Warteg Bahari,Needs,Dining Out,18000,22000
432,Nasi Telur Dadar Barenda Khas Padang,Rumah Makan Padang,Needs,Dining Out,15000,20000
433,Nasi Rendang Sapi Rumah Makan Sederhana,RM Padang Sederhana,Wants,Dining Out,35000,45000
434,Nasi Ayam Pop + Sayur Nangka RM Sederhana,RM Padang Sederhana,Wants,Dining Out,35000,40000
435,Nasi Dendeng Balado Basah RM Pagi Sore,RM Padang Pagi Sore,Wants,Dining Out,38000,48000
436,Nasi Gulai Tunjang Kikil RM Padang,Rumah Makan Padang,Wants,Dining Out,35000,42000
437,Nasi Ikan Bakar Padang + Daun Singkong,Rumah Makan Padang,Needs,Dining Out,25000,30000
438,Sate Padang Pariaman 1 Porsi + Ketupat,Sate Padang Ajo Ramon,Wants,Dining Out,25000,35000
439,Sate Ayam Madura 10 Tusuk + Lontong,Sate Madura Gerobak,Wants,Dining Out,20000,25000
440,Sate Kambing Muda 10 Tusuk + Nasi,Sate Kambing Tegal,Wants,Dining Out,45000,55000
441,Sate Khas Senayan Sate Ayam Bumbu Blora,Sate Khas Senayan,Wants,Dining Out,65000,80000
442,Soto Ayam Lamongan + Nasi Koya,Soto Lamongan Cak Har,Needs,Dining Out,18000,22000
443,Soto Betawi Daging Sapi Santan + Nasi,Soto Betawi H. Ma'ruf,Wants,Dining Out,45000,55000
444,Sop Buntut Sapi Borobudur + Nasi,Sop Buntut Bogor,Wants,Dining Out,90000,120000
445,Rawon Daging Setan Surabaya + Nasi,Rawon Setan,Wants,Dining Out,35000,45000
446,Gado-Gado Lontong Telur Boplo,Gado-Gado Boplo,Wants,Dining Out,30000,40000
447,Ketoprak Telur Dadar Cirebon Kaki Lima,Ketoprak Gerobak,Needs,Dining Out,15000,18000
448,Bubur Ayam Jakarta Komplit Gerobak,Bubur Ayam Gerobak,Needs,Dining Out,12000,15000
449,Mie Ayam Bakso Ceker Wonogiri Gerobak,Mie Ayam Wonogiri,Needs,Dining Out,15000,18000
450,Bakso Urat Besar Kuah Sapi + Mie Kuning,Bakso Malang,Needs,Dining Out,18000,22000
451,Bakso Boedjangan Urat + Mie Yamin,Bakso Boedjangan,Wants,Dining Out,35000,45000
452,Bakmi GM Special GM Pangsit Goreng,Bakmi GM,Wants,Dining Out,35000,40000
453,Bakmi GM Yi Fu Mie Ni Ayam Cah Cabai,Bakmi GM,Wants,Dining Out,40000,45000
454,Mie Gacoan Mie Setan Level 1-4,Mie Gacoan,Needs,Dining Out,10000,12000
455,Mie Gacoan Mie Iblis Level 1-4,Mie Gacoan,Needs,Dining Out,10000,12000
456,Mie Gacoan Udang Rambutan 3 Pcs,Mie Gacoan,Wants,Dining Out,9000,12000
457,Mie Gacoan Udang Keju 3 Pcs,Mie Gacoan,Wants,Dining Out,9000,12000
458,Mie Gacoan Siomay Ayam 3 Pcs,Mie Gacoan,Wants,Dining Out,9000,12000
459,Pizza Hut Super Supreme Regular Pan Pizza,Pizza Hut,Wants,Dining Out,100000,120000
460,Pizza Hut Meat Lovers Regular Stuffed Crust,Pizza Hut,Wants,Dining Out,110000,130000
461,Pizza Hut American Favourite Regular Cheesy Bites,Pizza Hut,Wants,Dining Out,115000,135000
462,Pizza Hut Tuna Melt Personal Pan Pizza,Pizza Hut,Wants,Dining Out,45000,55000
463,Pizza Hut Beef Lasagna,Pizza Hut,Wants,Dining Out,60000,70000
464,Pizza Hut Cheese Rolls Appetizer,Pizza Hut,Wants,Dining Out,35000,45000
465,Pizza Hut Salad Bar Ambil Sendiri,Pizza Hut,Wants,Dining Out,45000,55000
466,Pizza Hut Zuppa Soup Creamy Mushroom,Pizza Hut,Wants,Dining Out,35000,45000
467,Domino's American Classic Cheeseburger Medium,Domino's Pizza,Wants,Dining Out,80000,90000
468,Domino's Ultimate Cheese Melt Medium,Domino's Pizza,Wants,Dining Out,85000,95000
469,Domino's Pizza Mania Chili Chicken Personal,Domino's Pizza,Needs,Dining Out,16000,20000
470,Domino's Beef Pepperoni Feast Medium,Domino's Pizza,Wants,Dining Out,75000,85000
471,Domino's Choco Bread Sticks,Domino's Pizza,Wants,Dining Out,25000,30000
472,KFC Super Besar 1 (1 Ayam + Nasi + Drink),KFC,Needs,Dining Out,40000,45000
473,KFC Super Besar 2 (2 Ayam + Nasi + Drink),KFC,Wants,Dining Out,55000,60000
474,KFC Crispy Burger O.R.,KFC,Wants,Dining Out,15000,20000
475,KFC Cream Soup,KFC,Wants,Dining Out,10000,15000
476,KFC Spaghetti Deluxe,KFC,Needs,Dining Out,10000,15000
477,KFC Winger Bucket,KFC,Wants,Dining Out,80000,90000
478,KFC French Fries Large,KFC,Wants,Dining Out,25000,30000
479,McD PaNas 1 (1 Ayam + Nasi + Drink),McDonald's,Needs,Dining Out,35000,40000
480,McD Big Mac Burger A La Carte,McDonald's,Wants,Dining Out,38000,45000
481,McD McChicken Burger,McDonald's,Wants,Dining Out,30000,35000
482,McD McNuggets 6 pcs,McDonald's,Wants,Dining Out,25000,30000
483,McD McFlurry Oreo,McDonald's,Wants,Dining Out,12000,15000
484,McD Apple Pie,McDonald's,Wants,Dining Out,12000,15000
485,McD French Fries Large,McDonald's,Wants,Dining Out,25000,30000
486,Richeese Fire Chicken Combo 1 (1 Ayam + Nasi + Drink),Richeese Factory,Wants,Dining Out,45000,50000
487,Richeese Fire Wings 3 pcs Level 3,Richeese Factory,Wants,Dining Out,35000,40000
488,Richeese Fire Fries French Fries,Richeese Factory,Wants,Dining Out,20000,25000
489,Richeese Pink Lava Drink,Richeese Factory,Wants,Dining Out,12000,15000
490,Burger King Whopper Jr Meal,Burger King,Wants,Dining Out,45000,55000
491,Burger King Mozzarella Cheeseburger,Burger King,Wants,Dining Out,35000,45000
492,Burger King 1 Pc Ayam + Nasi,Burger King,Needs,Dining Out,20000,25000
493,HokBen Bento Special 1 (Chicken Teriyaki),HokBen,Wants,Dining Out,58000,65000
494,HokBen Hoka Hemat 1 (Egg Chicken Roll),HokBen,Needs,Dining Out,27000,32000
495,HokBen Simple Set Teriyaki,HokBen,Wants,Dining Out,40000,45000
496,HokBen Beef Yakiniku A La Carte,HokBen,Wants,Dining Out,45000,50000
497,A&W Golden Aroma Chicken (2 Pcs),A&W Restaurants,Wants,Dining Out,40000,45000
498,A&W Root Beer Float,A&W Restaurants,Wants,Dining Out,15000,20000
499,Starbucks Caffe Latte Tall,Starbucks,Wants,Dining Out,48000,53000
500,Starbucks Caramel Macchiato Grande,Starbucks,Wants,Dining Out,60000,70000
501,Starbucks Java Chip Frappuccino Tall,Starbucks,Wants,Dining Out,55000,60000
502,Starbucks Americano Venti,Starbucks,Wants,Dining Out,40000,45000
503,Starbucks Croissant Butter,Starbucks,Wants,Dining Out,25000,30000
504,Starbucks Asian Dolce Latte Tall,Starbucks,Wants,Dining Out,52000,56000
505,Starbucks Green Tea Cream Frappuccino Tall,Starbucks,Wants,Dining Out,58000,63000
506,Starbucks Signature Chocolate Grande,Starbucks,Wants,Dining Out,55000,60000
507,Starbucks Vanilla Sweet Cream Cold Brew Tall,Starbucks,Wants,Dining Out,50000,55000
508,Starbucks Tuna Puff,Starbucks,Wants,Dining Out,35000,40000
509,Kopi Kenangan Mantan (Kopi Susu Gula Aren) Regular,Kopi Kenangan,Needs,Dining Out,18000,22000
510,Kopi Kenangan Avocado Coffee,Kopi Kenangan,Wants,Dining Out,24000,28000
511,Kopi Kenangan Sultan Boba,Kopi Kenangan,Wants,Dining Out,20000,25000
512,Kopi Kenangan Roti Coklat Klasik,Kopi Kenangan,Wants,Dining Out,10000,15000
513,Kopi Kenangan Dua Shot Iced Shaken,Kopi Kenangan,Wants,Dining Out,24000,28000
514,Kopi Kenangan Salted Caramel Macchiato,Kopi Kenangan,Wants,Dining Out,28000,32000
515,Kopi Kenangan Hojicha Latte,Kopi Kenangan,Wants,Dining Out,22000,26000
516,Janji Jiwa Kopi Susu (Es Kopi Pokat),Janji Jiwa,Wants,Dining Out,20000,25000
517,Janji Jiwa Soy Coffee Latte,Janji Jiwa,Wants,Dining Out,25000,30000
518,Janji Jiwa Toast Egg and Cheese,Janji Jiwa,Wants,Dining Out,22000,25000
519,Janji Jiwa Toast Spicy Bulgogi,Janji Jiwa,Wants,Dining Out,32000,35000
520,Janji Jiwa Hazelnut Latte,Janji Jiwa,Wants,Dining Out,23000,28000
521,Janji Jiwa Es Kopi Hitam,Janji Jiwa,Wants,Dining Out,15000,18000
522,Janji Jiwa Toast Beef Truffle Mayo,Janji Jiwa,Wants,Dining Out,35000,40000
523,Fore Coffee Aren Latte,Fore Coffee,Wants,Dining Out,25000,30000
524,Fore Coffee Pandan Latte,Fore Coffee,Wants,Dining Out,29000,35000
525,Fore Coffee Buttercream Latte,Fore Coffee,Wants,Dining Out,32000,36000
526,Fore Coffee Manuka Americano,Fore Coffee,Wants,Dining Out,28000,33000
527,Fore Coffee Choco Nutty Latte,Fore Coffee,Wants,Dining Out,35000,39000
528,Tomoro Coffee Aren Latte,Tomoro Coffee,Wants,Dining Out,22000,25000
529,Tomoro Coffee Manuka Oat Latte,Tomoro Coffee,Wants,Dining Out,28000,32000
530,Tomoro Coffee Coconut Aren Latte,Tomoro Coffee,Wants,Dining Out,26000,30000
531,Tomoro Coffee Smoked Chicken Croissant,Tomoro Coffee,Wants,Dining Out,25000,30000
532,Point Coffee Palm Sugar Latte Iced,Point Coffee,Needs,Dining Out,20000,25000
533,Point Coffee Cafe Dolce,Point Coffee,Wants,Dining Out,25000,30000
534,Point Coffee Cold Brew Black,Point Coffee,Wants,Dining Out,25000,30000
535,Point Coffee Signature Chocolate,Point Coffee,Wants,Dining Out,28000,33000
536,Chatime Milk Tea Pearl Regular,Chatime,Wants,Dining Out,25000,30000
537,Chatime Mango Green Tea,Chatime,Wants,Dining Out,24000,28000
538,Chatime Roasted Milk Tea,Chatime,Wants,Dining Out,23000,28000
539,Chatime Hazelnut Chocolate Milk Tea,Chatime,Wants,Dining Out,28000,33000
540,Mixue Boba Sundae,Mixue,Wants,Dining Out,16000,18000
541,Mixue Fresh Squeezed Lemonade,Mixue,Needs,Dining Out,10000,12000
542,Mixue Miaow Miaow Ice Cream Cone,Mixue,Wants,Dining Out,8000,10000
543,Mixue Peach Earl Grey Tea,Mixue,Wants,Dining Out,16000,20000
544,Es Teh Indonesia Chizu Red Velvet,Es Teh Indonesia,Wants,Dining Out,18000,22000
545,Es Teh Indonesia Es Teh Susu Nusantara,Es Teh Indonesia,Wants,Dining Out,12000,15000
546,Haus! Thai Tea Large,Haus!,Needs,Dining Out,10000,15000
547,J.CO Donuts 1/2 Dozen (6 Pcs),J.CO Donuts & Coffee,Wants,Dining Out,55000,62000
548,J.CO J.Club Burger Donut Sandwich,J.CO Donuts & Coffee,Wants,Dining Out,16000,20000
549,J.CO Iced Jcoccino Regular,J.CO Donuts & Coffee,Wants,Dining Out,35000,40000
550,Dunkin Donuts Classic 6 Pcs,Dunkin' Donuts,Wants,Dining Out,60000,70000
551,Roti'O Coffee Bun,Roti'O,Wants,Dining Out,13000,15000
552,Roti'O Iced Hazelnut,Roti'O,Wants,Dining Out,25000,30000
553,Holland Bakery Lemper Ayam,Holland Bakery,Needs,Dining Out,10000,12000
554,Holland Bakery Roti Tawar Kupas,Holland Bakery,Needs,Dining Out,18000,22000
555,BreadTalk MAKO Floss Roll,MAKO Cake & Bakery,Wants,Dining Out,12000,15000
556,BreadTalk MAKO Fire Floss,MAKO Cake & Bakery,Wants,Dining Out,12000,15000
557,Auntie Anne's Almond Cream Cheese Pretzel,Auntie Anne's,Wants,Dining Out,35000,40000
558,Auntie Anne's Cinnamon Sugar Pretzel,Auntie Anne's,Wants,Dining Out,25000,30000
559,Shihlin XXL Crispy Chicken,Shihlin Taiwan Snacks,Wants,Dining Out,45000,55000
560,Marugame Udon Niku Udon Regular,Marugame Udon,Wants,Dining Out,60000,70000
561,Marugame Udon Kake Udon,Marugame Udon,Wants,Dining Out,40000,45000
562,Marugame Udon Beef Curry Udon,Marugame Udon,Wants,Dining Out,65000,75000
563,Marugame Udon Tempura Ebi,Marugame Udon,Wants,Dining Out,15000,20000
564,Imperial Kitchen Xiao Long Bao,Imperial Kitchen & Dimsum,Wants,Dining Out,35000,40000
565,Imperial Kitchen Bebek Panggang Quarter,Imperial Kitchen & Dimsum,Wants,Dining Out,70000,85000
566,Dimsum 9 Ayam Siomay Hakau per porsi,Dimsum 9 Ayam,Wants,Dining Out,20000,25000
567,Sayur Asem Warteg,Warteg Bahari,Needs,Dining Out,10000,15000
568,Sayur Lodeh Warteg,Warteg Bahari,Needs,Dining Out,10000,15000
569,Perkedel Kentang Side Dish,Warteg Bahari,Needs,Dining Out,3000,5000
570,Tempe Mendoan Side Dish,Warteg Bahari,Needs,Dining Out,3000,5000
571,Nasi Rawon Daging Jawa Timur,Rawon Nguling,Wants,Dining Out,35000,45000
572,Tahu Tek Telur Surabaya,Tahu Tek Cak Kahar,Needs,Dining Out,18000,22000
573,Gado-Gado Siram Resto,Gado-Gado Boplo,Wants,Dining Out,30000,40000
574,Sop Buntut Resto Hotel,Hotel Borobudur,Wants,Dining Out,80000,120000
575,Iga Bakar Penyet Tekko Leko,Warung Leko,Wants,Dining Out,50000,65000
576,Ayam Goreng Kremes Mbok Berek Quarter,Ayam Goreng Mbok Berek,Wants,Dining Out,35000,45000
577,Kopi Tuku Es Kopi Susu Tetangga,Toko Kopi Tuku,Wants,Dining Out,20000,25000
578,Kopi Soe Goela Merah,Kopi Soe,Wants,Dining Out,20000,25000
579,FamilyMart Kopi Susu Keluarga,FamilyMart,Needs,Dining Out,12000,15000
580,FamilyMart Crispy Chicken Sofa,FamilyMart,Needs,Dining Out,15000,18000
581,Lawson Oden per item,Lawson,Wants,Dining Out,5000,10000
582,Lawson Onigiri Salmon Tuna,Lawson,Needs,Dining Out,12000,15000
583,Circle K Hot Dog,Circle K,Wants,Dining Out,20000,25000
584,Sour Sally Black Sakura Regular,Sour Sally,Wants,Dining Out,50000,60000
585,Baskin Robbins Single Scoop,Baskin Robbins,Wants,Dining Out,60000,70000
586,Martabak Manis Coklat Kacang Keju Bangka,Martabak Bangka,Wants,Dining Out,45000,55000
587,Martabak Telur Bebek 3 Telur Kubang,Martabak Kubang,Wants,Dining Out,35000,45000
588,Solaria Chicken Cordon Bleu + Fries,Solaria,Wants,Dining Out,55000,65000
